	word	proposed_splitting	count_pre	count_post
4148	copenhagen		2	
4149	wigevents	['wig', 'events']	1	
4150	utah		6	1.0
4151	esa		1	
4152	cleancoal	['clean', 'coal']	1	
4153	emphysema		3	1.0
4154	菩薩		3	
4155	lovetheearth	['love', 'the', 'earth']	1	
4156	gasemissions	['gas', 'emissions']	1	
4157	bas		1	
4158	ad		1	
4159	summerscience	['summer', 'science']	1	
4160	orkney		1	
4161	farmlabor	['farm', 'labor']	1	
4162	homelessness		1	
4163	old		2	1.0
4164	environmental		11	8.0
4165	bc		5	
4166	norwichcouncil		3	
4167	cyberrisk		1	
4168	foxpropaganda	['fox', 'propaganda']	1	
4169	manston	['man', 'st', 'on']	1	
4170	alberi		1	
4171	fluminism	['flu', 'minis', 'm']	1	
4172	disasters		2	5.0
4173	ret		1	
4174	zeroco2	['zero', 'co', '2']	5	
4175	higgins		2	
4176	earthquaks		1	
4177	etk		2	
4178	parisaccord		6	3.0
4179	cadrought	['ca', 'drought']	1	
4180	oceanplastic	['ocean', 'plastic']	1	2.0
4181	phyton		1	
4182	expedition		1	
4183	earthdayatx		3	
4184	translation		1	
4185	livestockfarming	['livestock', 'farming']	1	
4186	releasethefullmuellerreport		3	
4187	preppers	['prep', 'per', 's']	1	
4188	getoffourarses		1	
4189	bebetter	['be', 'better']	1	
4190	iacaucus2020	['i', 'a', 'caucus', '2020']	1	
4191	article13	['article', '13']	1	
4192	polqc		1	
4193	federationdrought	['federation', 'drought']	1	
4194	rethinkplastic	['rethink', 'plastic']	1	
4195	liberals		2	5.0
4196	stateofclimate	['state', 'of', 'climate']	14	7.0
4197	bokoharam		1	
4198	stopprop70	['stop', 'prop', '70']	1	
4199	dankmemes	['dank', 'memes']	1	
4200	uncertainlemmings	['uncertain', 'lemmings']	1	
4201	food		24	22.0
4202	trumptariffs	['trump', 'tariffs']	1	
4203	actnowforfuture	['act', 'now', 'for', 'future']	8	
4204	heavymonsoon	['heavy', 'monsoon']	1	
4205	savemorewildlife	['save', 'more', 'wildlife']	1	
4206	slr		1	
4207	禅僧		3	
4208	iot		6	7.0
4209	r		1	
4210	turtles		1	
4211	innovate4climate	['innovate', '4', 'climate']	1	
4212	governmentregulations	['government', 'regulations']	1	
4213	australiaawards		1	
4214	supportiaan	['support', 'i', 'a', 'an']	1	
4215	ecofriendly		10	17.0
4216	ncds		1	2.0
4217	socialmedia	['social', 'media']	2	1.0
4218	missinginthebudget	['missing', 'in', 'the', 'budget']	1	
4219	adaptationfund	['adaptation', 'fund']	1	
4220	dystopia		1	
4221	mercury		1	
4222	climateanalysis	['climate', 'analysis']	1	
4223	worlddrugday	['world', 'drug', 'day']	2	
4224	tastelesst	['tasteless', 't']	2	
4225	mlk		1	
4226	prescriptiondrugs	['prescription', 'drugs']	1	
4227	quoteoftheweek	['quote', 'of', 'the', 'week']	2	
4228	worldforestweek	['world', 'forest', 'week']	1	
4229	volume		1	
4230	china		18	12.0
4231	spokenword	['spoken', 'word']	1	
4232	davidrobinsonsimon		1	
4233	globalpartnership	['global', 'partnership']	1	
4234	law		1	
4235	chemtrail	['chem', 'trail']	1	
4236	grographyteacher		1	
4237	optoutside	['opt', 'outside']	1	
4238	artforourplanet	['art', 'for', 'our', 'planet']	1	
4239	coalfree	['coal', 'free']	1	
4240	renewableenergies	['renewable', 'energies']	1	
4241	larain		2	
4242	twitterstorians		1	
4243	actonsolar		2	
4244	landowners		1	
4245	wastemanagement	['waste', 'management']	4	
4246	restore		2	
4247	12yearsleft	['12', 'years', 'left']	1	
4248	dnc		1	1.0
4249	stateofemergency	['state', 'of', 'emergency']	1	
4250	bobbrown	['bob', 'brown']	1	
4251	yang2020	['yang', '2020']	2	
4252	volksbegehrenartenvielfalt		1	
4253	proportionalrepresentation	['proportional', 'representation']	1	1.0
4254	landslides		1	1.0
4255	transhumanismo		1	
4256	greenbuildings	['green', 'buildings']	2	
4257	realtalk	['real', 'talk']	2	2.0
4258	sdg2		2	
4259	scient		2	
4260	cleanenergy	['clean', 'energy']	40	26.0
4261	heatwave2018	['heatwave', '2018']	9	
4262	ecoupdates		1	
4263	manus		1	2.0
4264	replanting		2	
4265	traffic		3	
4266	waterscarcity	['water', 'scarcity']	3	
4267	goveganfortheanimals	['go', 'vegan', 'for', 'the', 'animals']	1	
4268	systemchange	['system', 'change']	2	2.0
4269	bankholidayweekend	['bank', 'holiday', 'weekend']	1	
4270	ipccinkazan		1	
4271	vestedinterest	['vested', 'interest']	1	
4272	factcheck	['fact', 'check']	2	
4273	charging		2	
4274	stopdeforestation	['stop', 'deforestation']	2	1.0
4275	standup4nature	['stand', 'up', '4', 'nature']	1	
4276	仏		3	
4277	satelliteimagery	['satellite', 'imagery']	1	
4278	reuse		1	2.0
4279	ecca2019		1	
4280	recallgavinnewsom		7	
4281	ryanpaul		2	
4282	europeday2018		1	
4283	sanctions		1	1.0
4284	considerconsequencesofyourchoices	['consider', 'consequences', 'of', 'your', 'choices']	2	
4285	travel		3	1.0
4286	universalhealthcare	['universal', 'healthcare']	1	
4287	bluegrowth	['blue', 'growth']	2	
4288	climateservices	['climate', 'services']	1	
4289	nyc		3	3.0
4290	giveashit	['give', 'as', 'hit']	1	
4291	jobs		7	7.0
4292	voteoutthegop		1	
4293	gooddot	['good', 'dot']	1	
4294	ncff		1	
4295	snowpack	['snow', 'pack']	1	
4296	theswitch	['the', 'switch']	2	2.0
4297	c4sproject	['c', '4', 's', 'project']	1	
4298	rossiceshelf		1	
4299	bioeconomy	['bio', 'economy']	2	2.0
4300	boston		1	1.0
4301	hotjob	['hot', 'job']	1	
4302	icac		1	
4303	stopkm	['stop', 'km']	19	
4304	illegal		1	
4305	trump2020	['trump', '2020']	4	
4306	words		1	
4307	libero		1	
4308	thisiszerohour	['this', 'is', 'zero', 'hour']	30	
4309	climatechangeleadership	['climate', 'change', 'leadership']	3	
4310	youthsport	['youth', 'sport']	1	
4311	buildbridgesnotwalls	['build', 'bridges', 'not', 'walls']	1	
4312	naturalclimatesolutions	['natural', 'climate', 'solutions']	4	
4313	mumbai		2	1.0
4314	millenials		1	1.0
4315	sohnidharti		1	
4316	miglobal	['mi', 'global']	1	
4317	ghg		5	1.0
4318	hawaii		2	
4319	united4climate	['united', '4', 'climate']	1	
4320	watercolorpencils	['watercolor', 'pencils']	2	
4321	aiforearth	['a', 'i', 'for', 'earth']	2	
4322	activist		1	1.0
4323	cleanenergyjobs	['clean', 'energy', 'jobs']	4	
4324	protectbirds	['protect', 'birds']	1	
4325	worldmangroveday	['world', 'mangrove', 'day']	4	
4326	infrastructure		1	4.0
4327	papstfranziskus		1	
4328	macclesfield		1	
4329	banking		1	
4330	vulnerable		1	
4331	microbial		1	
4332	bcsurvivors		1	
4333	lloyds		1	
4334	cre	['c', 're']	1	
4335	colorado		2	1.0
4336	iartg	['i', 'art', 'g']	1	
4337	cds		1	
4338	japanfloods	['japan', 'floods']	2	
4339	dystopian		2	
4340	animalcruelty	['animal', 'cruelty']	2	
4341	anzahpe18		1	
4342	crown		1	
4343	portugese		1	
4344	laborvoters	['labor', 'voters']	1	
4345	neilyoung		1	
4346	seafoodmarkets	['seafood', 'markets']	1	
4347	unfccc		2	3.0
4348	westafrica		1	
4349	plastic		14	11.0
4350	molecules		2	
4351	riparian		1	
4352	sundaythoughts		2	
4353	experientiallearning	['experiential', 'learning']	1	
4354	standards		1	
4355	landgrabbing	['land', 'grabbing']	1	
4356	oprah		1	
4357	cancer		6	6.0
4358	summersolstice	['summer', 'solstice']	1	
4359	climatelaunchpad	['climate', 'launchpad']	2	
4360	uniteblue	['unite', 'blue']	1	5.0
4361	hollywood		1	
4362	keto		3	
4363	trucon18		1	
4364	dmzotdih		1	
4365	agroecological		1	
4366	childbooks	['child', 'books']	1	
4367	worldcyclingforum	['world', 'cycling', 'forum']	2	
4368	tilburg		1	
4369	climateconcerns	['climate', 'concerns']	1	
4370	wrongpriorities	['wrong', 'priorities']	1	
4371	globalassessment	['global', 'assessment']	25	
4372	ausvotes19	['a', 'us', 'votes', '19']	6	
4373	elyxioninmanila		5	
4374	stakeholders		1	
4375	childrensbooks		2	
4376	illustrated		1	
4377	climatechangeimpacts	['climate', 'change', 'impacts']	1	
4378	pawcer		1	
4379	greengold	['green', 'gold']	1	
4380	ignition		1	
4381	airconditioning	['air', 'conditioning']	2	
4382	europe		4	7.0
4383	nairobi		1	
4384	sonification	['son', 'if', 'i', 'cation']	1	
4385	powerplants		1	
4386	ditchdairy	['ditch', 'dairy']	2	
4387	temperature		4	1.0
4388	hoosiers	['ho', 'osiers']	1	
4389	ideology		4	
4390	whiteprivilege	['white', 'privilege']	1	
4391	naturalgas	['natural', 'gas']	2	
4392	naturebasedsolution	['nature', 'based', 'solution']	1	
4393	sustentabilidade		2	
4394	paneltheplanet	['panel', 'the', 'planet']	2	
4395	sierraleonerainyseason		1	
4396	donthecon	['don', 'the', 'con']	1	
4397	friends		1	
4398	african		3	
4399	writers		2	
4400	displacement		2	2.0
4401	buildingautomation	['building', 'automation']	1	
4402	cestakeholdereu		1	
4403	solar		47	41.0
4404	wethepeople	['we', 'the', 'people']	1	
4405	savetrees	['save', 'trees']	2	
4406	49ers		5	
4407	interbeing	['inter', 'being']	1	
4408	fake		1	
4409	stopover		1	
4410	voteican	['vote', 'i', 'can']	1	
4411	kansas		1	
4412	uefa		1	
4413	fakescience	['fake', 'science']	2	
4414	inspiration		4	1.0
4415	democratic		2	
4416	aachen		4	
4417	etherscan	['ether', 's', 'can']	1	
4418	theofficial911story	['the', 'official', '911', 'story']	1	
4419	rainbow		1	
4420	globalwarmingisreal	['global', 'warming', 'is', 'real']	2	
4421	ridge2reef	['ridge', '2', 'reef']	1	
4422	ourhousingdeficit	['our', 'housing', 'deficit']	1	
4423	dinosaurs		1	
4424	derangeddonald		1	
4425	hamishharshall		1	
4426	cleanseas	['cleanse', 'as']	1	
4427	diplomacy		2	
4428	ltc		4	
4429	proptech	['prop', 'tech']	1	6.0
4430	1240		2	
4431	up30	['up', '30']	1	
4432	miboodle	['mi', 'boodle']	2	
4433	soilnotdirt	['soil', 'not', 'dirt']	1	
4434	holysaturday		1	
4435	cancelstudentdebt	['cancel', 'student', 'debt']	1	
4436	nvsen		1	
4437	marchfortheocean	['march', 'for', 'the', 'ocean']	2	
4438	caribbean		7	3.0
4439	sierra		1	
4440	crops		2	2.0
4441	motsforts	['mot', 's', 'forts']	1	
4442	dotherightthing	['do', 'the', 'right', 'thing']	1	
4443	cdntech		1	
4444	sustainable		28	23.0
4445	chanzephotoart		1	
4446	destiny		1	
4447	ten_tdays	['ten', 't', 'days']	1	
4448	motivation		1	1.0
4449	cesymposium		1	
4450	abwildfires	['ab', 'wildfires']	1	
4451	thailand		2	
4452	eiffeltower		1	
4453	rightscon	['rights', 'con']	1	
4454	cemmi2019		2	
4455	kooyongvotes		9	
4456	carbonsink	['carbon', 'sink']	1	
4457	residues		1	
4458	sapol	['s', 'a', 'pol']	3	
4459	fate		1	
4460	digital		4	1.0
4461	bestselling		1	
4462	malaysia		2	
4463	techtrends	['tech', 'trends']	2	
4464	resources		1	
4465	greenandgray	['green', 'and', 'gray']	4	
4466	banfracking	['ban', 'f', 'racking']	1	
4467	edtechteam	['ed', 'tech', 'team']	1	
4468	protectourspecies	['protect', 'our', 'species']	1	
4469	digitalart	['digital', 'art']	1	
4470	opkillerpalm	['op', 'killer', 'palm']	1	
4471	urbanrats	['urban', 'rats']	1	
4472	longman		14	
4473	biodiversitycrisis	['biodiversity', 'crisis']	4	
4474	ccc19		1	
4475	blueenergy	['blue', 'energy']	2	
4476	universalbasicincome	['universal', 'basic', 'income']	1	
4477	climatewoke	['climate', 'woke']	1	
4478	vedas		1	
4479	bsaspace		1	
4480	daca		1	
4481	condo		1	
4482	phibsborough		1	
4483	cryptoexchange		1	
4484	energysector	['energy', 'sector']	1	
4485	hottestyearevahh		1	
4486	irrigation		1	
4487	ceos		1	
4488	northcarolina		3	
4489	cgdtalks		2	
4490	resccue	['res', 'c', 'cue']	1	
4491	obesepeople	['obese', 'people']	1	
4492	ar		1	
4493	australiadecided		1	
4494	bestofinscience	['best', 'of', 'in', 'science']	1	
4495	lentlivingwell	['lent', 'living', 'well']	1	
4496	keepthemgreat	['keep', 'them', 'great']	1	
4497	represent		1	
4498	hurricaneseason	['hurricane', 'season']	1	
4499	whitehall		1	
4500	nuclearhistories	['nuclear', 'histories']	1	
4501	ignorant		1	
4502	facility		1	
4503	natureandus	['nature', 'and', 'us']	1	
4504	euforest		3	
4505	renwables		1	
4506	resurgence		1	
4507	responsibleinvestment	['responsible', 'investment']	2	
4508	welfare		1	
4509	planting		1	
4510	muslim		1	
4511	paleoclimate		1	
4512	resiliency		2	1.0
4513	liarfromtheshire	['liar', 'from', 'the', 'shire']	1	
4514	worldbicycleday	['world', 'bicycle', 'day']	1	
4515	g7summit	['g', '7', 'summit']	3	
4516	welovelildicky		1	
4517	bootcamp	['boot', 'camp']	1	
4518	ecological		1	
4519	resilient		2	
4520	womad2018		1	
4521	artistsforfuture	['artists', 'for', 'future']	1	
4522	banfrackingnow	['ban', 'f', 'racking', 'now']	1	
4523	pseudoscience		5	2.0
4524	sunpower	['sun', 'power']	1	
4525	sdg2030		5	
4526	wecandobetter	['we', 'can', 'do', 'better']	6	1.0
4527	icecores	['ice', 'cores']	1	
4528	worldpeace	['world', 'peace']	1	1.0
4529	renewables		106	56.0
4530	eugreenweek		2	4.0
4531	oyvey		1	
4532	cryosphere		1	
4533	breaking		10	1.0
4534	impeachtrump	['impeach', 'trump']	4	9.0
4535	nocutstoeducation	['no', 'cuts', 'to', 'education']	1	
4536	wdcd2018		1	
4537	fertility		1	
4538	neilyoungarchives		1	
4539	galapagos		1	
4540	fridayforfuture		13	
4541	pleistocene		1	
4542	oecd		1	
4543	pesticide		2	
4544	yqr	['y', 'qr']	2	
4545	leichhardtvotes		3	
4546	verticalfarming	['vertical', 'farming']	1	
4547	fridaysforfuture		76	
4548	everglades		2	
4549	climateemergencynow	['climate', 'emergency', 'now']	1	
4550	theweather	['the', 'weather']	1	
4551	wisewednesday		1	
4552	visitnepal2020		1	
4553	wcmb2018		2	
4554	damselflies		1	
4555	cowx	['cow', 'x']	1	4.0
4556	endhate	['end', 'hate']	2	
4557	notmx		2	1.0
4558	koala		4	
4559	resign		1	
4560	aviicii	['a', 'vii', 'c', 'ii']	5	
4561	shareit	['share', 'it']	1	
4562	machinelearning	['machine', 'learning']	8	2.0
4563	greencleaning	['green', 'cleaning']	1	
4564	kindermorganwillneverbebuilt		1	
4565	great		1	
4566	yyc		4	
4567	weareraisingfunds	['we', 'are', 'raising', 'funds']	1	
4568	uncut		1	
4569	genderinndcs		1	
4570	climatesolutionscaucus	['climate', 'solutions', 'caucus']	1	
4571	generations		1	
4572	climatesilence	['climate', 'silence']	2	
4573	ace19dc	['ace', '19', 'dc']	1	
4574	itsucks	['it', 'sucks']	1	
4575	climateadaptation	['climate', 'adaptation']	2	2.0
4576	scientificintegrity	['scientific', 'integrity']	2	
4577	mmiw		1	
4578	orleg	['or', 'leg']	4	
4579	loggingkillswildlife	['logging', 'kills', 'wildlife']	3	
4580	woodpower	['wood', 'power']	1	
4581	soproud	['so', 'proud']	1	
4582	wednesdaygraphics		1	
4583	polarbears		7	5.0
4584	may20	['may', '20']	1	
4585	practice		1	1.0
4586	impeachpence	['impeach', 'pence']	1	
4587	memelonmusk	['me', 'melon', 'musk']	1	
4588	got		6	
4589	votegreen2019	['vote', 'green', '2019']	3	
4590	rewewables	['re', 'we', 'w', 'able', 's']	1	
4591	faithgoldy		1	
4592	plasticphobia	['plastic', 'phobia']	1	
4593	debt		2	
4594	happyeaster		2	
4595	publicspace	['public', 'space']	1	
4596	cpgh		1	
4597	soy		1	
4598	catholicchurch	['catholic', 'church']	1	
4599	odd		1	
4600	mpas		2	
4601	crs		1	
4602	switchtosendai		1	
4603	timeisrunning	['time', 'is', 'running']	1	
4604	oceansummit	['ocean', 'summit']	2	
4605	jasper		1	
4606	climatechangeart	['climate', 'change', 'art']	1	
4607	drought18	['drought', '18']	1	
4608	genderinag		1	
4609	makeyourownseastead	['make', 'your', 'own', 'sea', 'stead']	2	
4610	euoxbec		1	
4611	catrisk	['cat', 'risk']	1	
4612	takethepowerback	['take', 'the', 'power', 'back']	1	
4613	endofwaste	['end', 'of', 'waste']	1	
4614	swandro		1	
4615	tip		4	
4616	coralreef	['coral', 'reef']	1	1.0
4617	malta		1	
4618	india		11	20.0
4619	giforum		1	
4620	indigeneity		1	
4621	solvedifferent	['solve', 'different']	5	
4622	onehome	['one', 'home']	2	
4623	sostenibilità		1	
4624	greeneconomy	['green', 'economy']	2	2.0
4625	walruses		1	
4626	ipbes6		1	
4627	edinburgh		1	
4628	uspoli		1	1.0
4629	worldwaterday	['world', 'water', 'day']	2	4.0
4630	helsinki		2	
4631	rcncongress2019		1	
4632	archaic		1	
4633	population		5	3.0
4634	cacti		1	
4635	forestprotector	['forest', 'protector']	1	
4636	ottflood19		1	
4637	klimaschutzwaehlen		1	
4638	australiavotes		2	
4639	archaeology		3	
4640	madhyapradesh		1	
4641	electrical		2	
4642	endroutineflaring	['end', 'routine', 'flaring']	3	
4643	artagram		2	
4644	trade		4	2.0
4645	catsoftwitter	['cats', 'of', 'twitter']	1	
4646	bottomup	['bottom', 'up']	1	
4647	apple		1	
4648	leftist		1	
4649	bclng		1	
4650	ocasio		1	
4651	learning		1	
4652	risk		7	3.0
4653	year		1	
4654	era		1	1.0
4655	scotland		3	4.0
4656	startupstory	['startup', 'story']	1	
4657	illegalaliens	['illegal', 'aliens']	1	8.0
4658	nation		1	
4659	dreamers		1	
4660	naughtybynature	['naughty', 'by', 'nature']	1	
4661	climatedeniers	['climate', 'deniers']	4	3.0
4662	solarpower	['solar', 'power']	18	5.0
4663	extinction		10	18.0
4664	happyocean	['happy', 'ocean']	2	
4665	sxsw		1	
4666	fun		2	
4667	washingtondc		3	
4668	undernutrition	['under', 'nutrition']	2	
4669	globalists	['global', 'is', 'ts']	2	
4670	februdairy		2	
4671	climatestrike	['climate', 'strike']	154	
4672	beto	['be', 'to']	3	
4673	fckafd		1	
4674	grassroots		1	
4675	budget19	['budget', '19']	1	
4676	petrolhybridsarenotevilbutnoraretheyelectriccars	['petrol', 'hybrids', 'are', 'not', 'evil', 'but', 'nor', 'are', 'they', 'electric', 'cars']	1	
4677	davidattenborough		5	
4678	diversityinscience	['diversity', 'in', 'science']	2	
4679	grapeandthegrain	['grape', 'and', 'the', 'grain']	1	
4680	thinkingwithoutborders	['thinking', 'without', 'borders']	1	
4681	aquaculture		7	1.0
4682	ns		2	1.0
4683	poetrycorner	['poetry', 'corner']	1	
4684	humansecurity	['human', 'security']	1	
4685	s		1	1.0
4686	whcd		1	
4687	north		1	
4688	lumen		1	
4689	cofo24	['c', 'of', 'o', '24']	2	
4690	sudhanshuswaroopqc		1	
4691	phenology		2	5.0
4692	panelsnotpipelines	['panels', 'not', 'pipelines']	60	
4693	eloquence		2	
4694	toxic		1	
4695	investor		1	
4696	jayinslee2020		1	
4697	rainstorm		1	
4698	gorgon		1	
4699	startuo		1	
4700	calltoaction	['call', 'to', 'action']	1	
4701	iyor2018		2	
4702	technologynews	['technology', 'news']	2	
4703	entrepreneur		4	
4704	folowback		1	
4705	yearofgreenaction	['year', 'of', 'green', 'action']	1	
4706	nowshehra		1	
4707	europeday		3	
4708	leavingnoonebehind		1	
4709	climatescientist	['climate', 'scientist']	1	1.0
4710	youthclimatemarch	['youth', 'climate', 'march']	4	1.0
4711	seasteading		1	
4712	global		10	4.0
4713	climatechangefacts	['climate', 'change', 'facts']	4	
4714	abvote	['ab', 'vote']	1	
4715	peacelovingpakistan		1	
4716	disasterriskmanagement	['disaster', 'risk', 'management']	1	
4717	notimpressed	['not', 'impressed']	1	
4718	stillin	['still', 'in']	13	
4719	itsaboutourfuture	['its', 'about', 'our', 'future']	1	
4720	mongolia		2	2.0
4721	kasendangered	['k', 'as', 'endangered']	1	
4722	realpower	['real', 'power']	1	
4723	saveriver	['save', 'river']	1	
4724	washington		2	
4725	viewtotheu	['view', 'to', 'the', 'u']	1	
4726	transportation		4	7.0
4727	joebiden		2	
4728	riscaldamentoglobale		1	
4729	plasticbagsban	['plastic', 'bags', 'ban']	4	
4730	energ	['en', 'erg']	1	
4731	magnitskyact		28	
4732	akleg		2	
4733	decolonization		1	
4734	palestinian		1	
4735	growing		1	
4736	sustainably	['sustain', 'ably']	2	
4737	cuttheoilsubsidies	['cut', 'the', 'oil', 'subsidies']	1	
4738	electriccar	['electric', 'car']	1	1.0
4739	envhums	['en', 'v', 'hums']	1	
4740	antarctic		10	2.0
4741	idb2019	['i', 'db', '2019']	2	
4742	inkdrawing	['ink', 'drawing']	2	
4743	studentdebt	['student', 'debt']	1	
4744	ar5		1	
4745	tuesdaymotivation		5	
4746	cleanpowerplan	['clean', 'power', 'plan']	1	
4747	togetherstronger	['together', 'stronger']	1	
4748	seekingpeace	['seeking', 'peace']	1	
4749	secure		1	
4750	sharingbeautywithall	['sharing', 'beauty', 'with', 'all']	1	
4751	spotlighthealth	['spotlight', 'health']	1	
4752	stem		1	2.0
4753	seedfestival2019	['seed', 'festival', '2019']	1	
4754	repeal140a	['repeal', '140', 'a']	3	
4755	divestinvest	['divest', 'invest']	1	
4756	regime		2	
4757	czc2018		1	
4758	shark		1	1.0
4759	endclimatesilence	['end', 'climate', 'silence']	2	
4760	flatpack2019	['flat', 'pack', '2019']	1	
4761	putin	['put', 'in']	8	
4762	green		30	27.0
4763	thelocalfoodproject	['the', 'local', 'food', 'project']	1	
4764	susty		1	
4765	laos		1	
4766	dubai		1	
4767	maps		4	
4768	globalstrike4climate	['global', 'strike', '4', 'climate']	1	
4769	tidaltownhalls	['tidal', 'town', 'halls']	1	
4770	軍事費		1	
4771	g		1	
4772	manmade		1	
4773	kidlitillustration	['kid', 'lit', 'illustration']	1	
4774	oxfordcircus	['oxford', 'circus']	3	
4775	venusenergy		1	
4776	noplant2019	['no', 'plant', '2019']	1	
4777	tippingpoint	['tipping', 'point']	1	
4778	research		22	8.0
4779	worldoceansday	['world', 'oceans', 'day']	19	
4780	colombia		2	
4781	tropicaforestalliance		1	
4782	urbanisation		1	
4783	homophobia		1	
4784	citizensunited	['citizens', 'united']	1	
4785	teachers4future	['teachers', '4', 'future']	3	
4786	darkages	['dark', 'ages']	1	
4787	brainbooster	['brain', 'booster']	1	
4788	genderequality	['gender', 'equality']	3	5.0
4789	impactisreal	['impact', 'is', 'real']	1	
4790	follow		2	4.0
4791	peterridd	['peter', 'rid', 'd']	1	
